"Year","Month","GEO","Value","Type"
2013," Mar","St. Johns"," $87.66","Revenue per Available Room"
2013," Apr","Montreal Airport/Laval"," $75.39","Revenue per Available Room"
2013," Apr","Greater Quebec City"," $63.14","Revenue per Available Room"
2013," Apr","Moncton"," $63.65","Revenue per Available Room"
2013," Apr","Halifax/Dartmouth"," $74.84","Revenue per Available Room"
2013," Apr","St. Johns"," $99.09","Revenue per Available Room"
2013," May","Montreal Airport/Laval"," $80.28","Revenue per Available Room"
2013," May","Greater Quebec City"," $82.94","Revenue per Available Room"
2013," May","Moncton"," $67.38","Revenue per Available Room"
2013," May","Halifax/Dartmouth"," $83.24","Revenue per Available Room"
2013," May","St. Johns"," $119.08","Revenue per Available Room"
2013," Jun","Montreal Airport/Laval"," $86.14","Revenue per Available Room"
2013," Jun","Greater Quebec City"," $100.65","Revenue per Available Room"
2013," Jun","Moncton"," $72.95","Revenue per Available Room"
2013," Jun","Halifax/Dartmouth"," $91.03","Revenue per Available Room"
2013," Jun","St. Johns"," $139.13","Revenue per Available Room"
2013," Jul","Montreal Airport/Laval"," $76.74","Revenue per Available Room"
2013," Jul","Greater Quebec City"," $119.52","Revenue per Available Room"
2013," Jul","Moncton"," $89.45","Revenue per Available Room"
2013," Jul","Halifax/Dartmouth"," $98.67","Revenue per Available Room"
2013," Jul","St. Johns"," $138.36","Revenue per Available Room"
2013," Aug","Montreal Airport/Laval"," $87.24","Revenue per Available Room"
2013," Aug","Greater Quebec City"," $131.86","Revenue per Available Room"
2013," Aug","Moncton"," $95.48","Revenue per Available Room"
2013," Aug","Halifax/Dartmouth"," $104.23","Revenue per Available Room"
2013," Aug","St. Johns"," $148.04","Revenue per Available Room"
2013," Sep","Montreal Airport/Laval"," $79.94","Revenue per Available Room"
2013," Sep","Greater Quebec City"," $106.52","Revenue per Available Room"
2013," Sep","Moncton"," $74.76","Revenue per Available Room"
2013," Sep","Halifax/Dartmouth"," $101.59","Revenue per Available Room"
2013," Sep","St. Johns"," $141.73","Revenue per Available Room"
2013," Oct","Montreal Airport/Laval"," $81.99","Revenue per Available Room"
2013," Oct","Greater Quebec City"," $101.9","Revenue per Available Room"
2013," Oct","Moncton"," $68.03","Revenue per Available Room"
2013," Oct","Halifax/Dartmouth"," $87.41","Revenue per Available Room"
2013," Oct","St. Johns"," $129.82","Revenue per Available Room"
2013," Nov","Montreal Airport/Laval"," $74.71","Revenue per Available Room"
2013," Nov","Greater Quebec City"," $67.8","Revenue per Available Room"
2013," Nov","Moncton"," $71.17","Revenue per Available Room"
2013," Nov","Halifax/Dartmouth"," $70.78","Revenue per Available Room"
2013," Nov","St. Johns"," $112.72","Revenue per Available Room"
2013," Dec","Montreal Airport/Laval"," $66.8","Revenue per Available Room"
2013," Dec","Greater Quebec City"," $58.99","Revenue per Available Room"
2013," Dec","Moncton"," $41.32","Revenue per Available Room"
2013," Dec","Halifax/Dartmouth"," $46.75","Revenue per Available Room"
2013," Dec","St. Johns"," $65","Revenue per Available Room"
2014," Jan","Montreal Airport/Laval"," $68.8","Revenue per Available Room"
2014," Jan","Greater Quebec City"," $55.62","Revenue per Available Room"
2014," Jan","Moncton"," $49.64","Revenue per Available Room"
2014," Jan","Halifax/Dartmouth"," $48.8","Revenue per Available Room"
2014," Jan","St. Johns"," $63.02","Revenue per Available Room"
2014," Feb","Montreal Airport/Laval"," $79.1","Revenue per Available Room"
2014," Feb","Greater Quebec City"," $79.35","Revenue per Available Room"
2014," Feb","Moncton"," $60.24","Revenue per Available Room"
2014," Feb","Halifax/Dartmouth"," $63.89","Revenue per Available Room"
2014," Feb","St. Johns"," $72.17","Revenue per Available Room"
2014," Mar","Montreal Airport/Laval"," $73.95","Revenue per Available Room"
2014," Mar","Greater Quebec City"," $67.61","Revenue per Available Room"
2014," Mar","Moncton"," $64.3","Revenue per Available Room"
2014," Mar","Halifax/Dartmouth"," $66.41","Revenue per Available Room"
2014," Mar","St. Johns"," $78.79","Revenue per Available Room"
2014," Apr","Montreal Airport/Laval"," $73.23","Revenue per Available Room"
2014," Apr","Greater Quebec City"," $65.94","Revenue per Available Room"
2014," Apr","Moncton"," $67.98","Revenue per Available Room"
2014," Apr","Halifax/Dartmouth"," $73.23","Revenue per Available Room"
2014," Apr","St. Johns"," $89.5","Revenue per Available Room"
2014," May","Montreal Airport/Laval"," $84.51","Revenue per Available Room"
2014," May","Greater Quebec City"," $93.57","Revenue per Available Room"
2014," May","Moncton"," $70.59","Revenue per Available Room"
2014," May","Halifax/Dartmouth"," $87.75","Revenue per Available Room"
2014," May","St. Johns"," $105.03","Revenue per Available Room"
2014," Jun","Montreal Airport/Laval"," $90.3","Revenue per Available Room"
2014," Jun","Greater Quebec City"," $105.16","Revenue per Available Room"
2014," Jun","Moncton"," $72.4","Revenue per Available Room"
2014," Jun","Halifax/Dartmouth"," $96.23","Revenue per Available Room"
2014," Jun","St. Johns"," $148.25","Revenue per Available Room"
2014," Jul","Montreal Airport/Laval"," $82.49","Revenue per Available Room"
2014," Jul","Greater Quebec City"," $129.75","Revenue per Available Room"
2014," Jul","Moncton"," $91.49","Revenue per Available Room"
2014," Jul","Halifax/Dartmouth"," $96.77","Revenue per Available Room"
2014," Jul","St. Johns"," $139.44","Revenue per Available Room"
2014," Aug","Montreal Airport/Laval"," $98.07","Revenue per Available Room"
2014," Aug","Greater Quebec City"," $152.51","Revenue per Available Room"
2014," Aug","Moncton"," $108.46","Revenue per Available Room"
2014," Aug","Halifax/Dartmouth"," $108.8","Revenue per Available Room"
2014," Aug","St. Johns"," $157.82","Revenue per Available Room"
2014," Sep","Montreal Airport/Laval"," $87.9","Revenue per Available Room"
2014," Sep","Greater Quebec City"," $129.36","Revenue per Available Room"
2014," Sep","Moncton"," $69.98","Revenue per Available Room"
2014," Sep","Halifax/Dartmouth"," $102.61","Revenue per Available Room"
2014," Sep","St. Johns"," $142.2","Revenue per Available Room"
2014," Oct","Montreal Airport/Laval"," $84.07","Revenue per Available Room"
2014," Oct","Greater Quebec City"," $114.15","Revenue per Available Room"
2014," Oct","Moncton"," $66.38","Revenue per Available Room"
2014," Oct","Halifax/Dartmouth"," $91.4","Revenue per Available Room"
2014," Oct","St. Johns"," $127.68","Revenue per Available Room"
2014," Nov","Montreal Airport/Laval"," $75.41","Revenue per Available Room"
2014," Nov","Greater Quebec City"," $76.62","Revenue per Available Room"
2014," Nov","Moncton"," $64.66","Revenue per Available Room"
2014," Nov","Halifax/Dartmouth"," $73.72","Revenue per Available Room"
2014," Nov","St. Johns"," $107.48","Revenue per Available Room"
2014," Dec","Montreal Airport/Laval"," $67.75","Revenue per Available Room"
2014," Dec","Greater Quebec City"," $68.17","Revenue per Available Room"
2014," Dec","Moncton"," $42.8","Revenue per Available Room"
2014," Dec","Halifax/Dartmouth"," $44.3","Revenue per Available Room"
2014," Dec","St. Johns"," $63.57","Revenue per Available Room"
2015," Jan","Montreal Airport/Laval"," $69.89","Revenue per Available Room"
2015," Jan","Greater Quebec City"," $56.89","Revenue per Available Room"
2015," Jan","Moncton"," $47.68","Revenue per Available Room"
2015," Jan","Halifax/Dartmouth"," $47.01","Revenue per Available Room"
2015," Jan","St. Johns"," $63.89","Revenue per Available Room"
2015," Feb","Montreal Airport/Laval"," $82.23","Revenue per Available Room"
2015," Feb","Greater Quebec City"," $88.75","Revenue per Available Room"
2015," Feb","Moncton"," $60.37","Revenue per Available Room"
2015," Feb","Halifax/Dartmouth"," $62.85","Revenue per Available Room"
2015," Feb","St. Johns"," $75.47","Revenue per Available Room"
2015," Mar","Montreal Airport/Laval"," $77.61","Revenue per Available Room"
2015," Mar","Greater Quebec City"," $62.95","Revenue per Available Room"
2015," Mar","Moncton"," $64.83","Revenue per Available Room"
2015," Mar","Halifax/Dartmouth"," $73.23","Revenue per Available Room"
2015," Mar","St. Johns"," $75.14","Revenue per Available Room"
2015," Apr","Montreal Airport/Laval"," $79.77","Revenue per Available Room"
2015," Apr","Greater Quebec City"," $68.91","Revenue per Available Room"
2015," Apr","Moncton"," $65.58","Revenue per Available Room"
2015," Apr","Halifax/Dartmouth"," $79.65","Revenue per Available Room"
2015," Apr","St. Johns"," $90.95","Revenue per Available Room"
2015," May","Montreal Airport/Laval"," $86.12","Revenue per Available Room"
2015," May","Greater Quebec City"," $95.73","Revenue per Available Room"
2015," May","Moncton"," $75.83","Revenue per Available Room"
2015," May","Halifax/Dartmouth"," $84.92","Revenue per Available Room"
2015," May","St. Johns"," $102.09","Revenue per Available Room"
2015," Jun","Montreal Airport/Laval"," $99.36","Revenue per Available Room"
2015," Jun","Greater Quebec City"," $120.7","Revenue per Available Room"
2015," Jun","Moncton"," $89.58","Revenue per Available Room"
2015," Jun","Halifax/Dartmouth"," $99.42","Revenue per Available Room"
2015," Jun","St. Johns"," $132.43","Revenue per Available Room"
2015," Jul","Montreal Airport/Laval"," $86.18","Revenue per Available Room"
2015," Jul","Greater Quebec City"," $140.98","Revenue per Available Room"
2015," Jul","Moncton"," $99.15","Revenue per Available Room"
2015," Jul","Halifax/Dartmouth"," $107.82","Revenue per Available Room"
2015," Jul","St. Johns"," $133.44","Revenue per Available Room"
2015," Aug","Montreal Airport/Laval"," $99.08","Revenue per Available Room"
2015," Aug","Greater Quebec City"," $164.41","Revenue per Available Room"
2015," Aug","Moncton"," $105.22","Revenue per Available Room"
2015," Aug","Halifax/Dartmouth"," $121.3","Revenue per Available Room"
2015," Aug","St. Johns"," $149.21","Revenue per Available Room"
2015," Sep","Montreal Airport/Laval"," $95.29","Revenue per Available Room"
2015," Sep","Greater Quebec City"," $147.54","Revenue per Available Room"
2015," Sep","Moncton"," $82.59","Revenue per Available Room"
2015," Sep","Halifax/Dartmouth"," $124.92","Revenue per Available Room"
2015," Sep","St. Johns"," $127.19","Revenue per Available Room"
2015," Oct","Montreal Airport/Laval"," $87.99","Revenue per Available Room"
2015," Oct","Greater Quebec City"," $116.11","Revenue per Available Room"
2015," Oct","Moncton"," $72.99","Revenue per Available Room"
2015," Oct","Halifax/Dartmouth"," $96.24","Revenue per Available Room"
2015," Oct","St. Johns"," $107.49","Revenue per Available Room"
2015," Nov","Montreal Airport/Laval"," $76.26","Revenue per Available Room"
2015," Nov","Greater Quebec City"," $75.43","Revenue per Available Room"
2015," Nov","Moncton"," $72.24","Revenue per Available Room"
2015," Nov","Halifax/Dartmouth"," $76.22","Revenue per Available Room"
2015," Nov","St. Johns"," $90.13","Revenue per Available Room"
2015," Dec","Montreal Airport/Laval"," $69.12","Revenue per Available Room"
2015," Dec","Greater Quebec City"," $75.49","Revenue per Available Room"
2015," Dec","Moncton"," $47.37","Revenue per Available Room"
2015," Dec","Halifax/Dartmouth"," $52.25","Revenue per Available Room"
2015," Dec","St. Johns"," $59.41","Revenue per Available Room"
2016," Jan","Montreal Airport/Laval"," $73.93","Revenue per Available Room"
2016," Jan","Greater Quebec City"," $61.58","Revenue per Available Room"
2016," Jan","Moncton"," $46.53","Revenue per Available Room"
2016," Jan","Halifax/Dartmouth"," $54.31","Revenue per Available Room"
2016," Jan","St. Johns"," $54.44","Revenue per Available Room"
2016," Feb","Montreal Airport/Laval"," $88.13","Revenue per Available Room"
2016," Feb","Greater Quebec City"," $91.17","Revenue per Available Room"
2016," Feb","Moncton"," $58.66","Revenue per Available Room"
2016," Feb","Halifax/Dartmouth"," $60.67","Revenue per Available Room"
2016," Feb","St. Johns"," $61.41","Revenue per Available Room"
2016," Mar","Montreal Airport/Laval"," $78.76","Revenue per Available Room"
2016," Mar","Greater Quebec City"," $74.86","Revenue per Available Room"
2016," Mar","Moncton"," $64.8","Revenue per Available Room"
2016," Mar","Halifax/Dartmouth"," $72.43","Revenue per Available Room"
2016," Mar","St. Johns"," $65","Revenue per Available Room"
2016," Apr","Montreal Airport/Laval"," $83.9","Revenue per Available Room"
2016," Apr","Greater Quebec City"," $76.07","Revenue per Available Room"
2016," Apr","Moncton"," $75.75","Revenue per Available Room"
2016," Apr","Halifax/Dartmouth"," $88.9","Revenue per Available Room"
2016," Apr","St. Johns"," $77.83","Revenue per Available Room"
2016," May","Montreal Airport/Laval"," $90.99","Revenue per Available Room"
2016," May","Greater Quebec City"," $98.85","Revenue per Available Room"
2016," May","Moncton"," $77.48","Revenue per Available Room"
2016," May","Halifax/Dartmouth"," $94.28","Revenue per Available Room"
2016," May","St. Johns"," $94.45","Revenue per Available Room"
2016," Jun","Montreal Airport/Laval"," $103.94","Revenue per Available Room"
2016," Jun","Greater Quebec City"," $127.03","Revenue per Available Room"
2016," Jun","Moncton"," $82.92","Revenue per Available Room"
2016," Jun","Halifax/Dartmouth"," $117.35","Revenue per Available Room"
2016," Jun","St. Johns"," $143.53","Revenue per Available Room"
2016," Jul","Montreal Airport/Laval"," $103.42","Revenue per Available Room"
2016," Jul","Greater Quebec City"," $155.37","Revenue per Available Room"
2016," Jul","Moncton"," $106.67","Revenue per Available Room"
2016," Jul","Halifax/Dartmouth"," $123.4","Revenue per Available Room"
2016," Jul","St. Johns"," $134.08","Revenue per Available Room"
2016," Aug","Montreal Airport/Laval"," $107.23","Revenue per Available Room"
2016," Aug","Greater Quebec City"," $172.04","Revenue per Available Room"
2016," Aug","Moncton"," $115.73","Revenue per Available Room"
2016," Aug","Halifax/Dartmouth"," $133.59","Revenue per Available Room"
2016," Aug","St. Johns"," $127.21","Revenue per Available Room"
2016," Sep","Montreal Airport/Laval"," $108.47","Revenue per Available Room"
2016," Sep","Greater Quebec City"," $151.61","Revenue per Available Room"
2016," Sep","Moncton"," $86.91","Revenue per Available Room"
2016," Sep","Halifax/Dartmouth"," $135.7","Revenue per Available Room"
2016," Sep","St. Johns"," $127.55","Revenue per Available Room"
2016," Oct","Montreal Airport/Laval"," $100.25","Revenue per Available Room"
2016," Oct","Greater Quebec City"," $126.06","Revenue per Available Room"
2016," Oct","Moncton"," $75","Revenue per Available Room"
2016," Oct","Halifax/Dartmouth"," $94.16","Revenue per Available Room"
2016," Oct","St. Johns"," $94.7","Revenue per Available Room"
2016," Nov","Montreal Airport/Laval"," $88.93","Revenue per Available Room"
2016," Nov","Greater Quebec City"," $75.9","Revenue per Available Room"
2016," Nov","Moncton"," $76.49","Revenue per Available Room"
2016," Nov","Halifax/Dartmouth"," $80.4","Revenue per Available Room"
2016," Nov","St. Johns"," $83.13","Revenue per Available Room"
2016," Dec","Montreal Airport/Laval"," $79.5","Revenue per Available Room"
2016," Dec","Greater Quebec City"," $83.74","Revenue per Available Room"
2016," Dec","Moncton"," $48.35","Revenue per Available Room"
2016," Dec","Halifax/Dartmouth"," $54.08","Revenue per Available Room"
