"","Dimension_Name","Dimension_Category","Tab","Measure","Year","Value"
"1651","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2015","8.36"
"1652","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2016","NA"
"1653","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2017","8.25"
"1654","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2018","NA"
"1655","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2019","6.49"
"1656","Mining and quarrying","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2020","NA"
"1657","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2009","1.79"
"1658","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2010","NA"
"1659","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2011","1.83"
"1660","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2012","NA"
"1661","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2013","1.83"
"1662","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2014","NA"
"1663","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2015","2.2799999999999998"
"1664","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2016","NA"
"1665","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2017","2.74"
"1666","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2018","NA"
"1667","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2019","2.69"
"1668","Oil and gas extraction and support activities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2020","NA"
"1669","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2009","0.05"
"1670","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2010","NA"
"1671","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2011","0.06"
"1672","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2012","NA"
"1673","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2013","0.08"
"1674","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2014","NA"
"1675","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2015","7.0000000000000007E-2"
"1676","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2016","NA"
"1677","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2017","7.0000000000000007E-2"
"1678","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2018","NA"
"1679","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2019","0.05"
"1680","Transportation and warehousing","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2020","NA"
"1681","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2009","258.83999999999997"
"1682","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2010","NA"
"1683","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2011","209.58"
"1684","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2012","NA"
"1685","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2013","250.58"
"1686","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2014","NA"
"1687","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2015","234.39"
"1688","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2016","NA"
"1689","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2017","233.98"
"1690","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2018","NA"
"1691","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2019","229.57"
"1692","Utilities","Industry","Water Use","Water use intensity: (Cubic meters per number of jobs), by industry","2020","NA"
"1693","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2009","11.752161691795399"
"1694","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2010",NA
"1695","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2011","9.7755732409798668"
"1696","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2012",NA
"1697","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2013","9.7415289365680895"
"1698","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2014",NA
"1699","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2015","8.9891566942115553"
"1700","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2016",NA
"1701","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2017","8.4163552747196722"
"1702","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2018",NA
"1703","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2019","7.4474991988756152"
"1704","All industries","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2020",NA
"1705","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2009","64.92"
"1706","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2010","NA"
"1707","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2011","42.36"
"1708","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2012","NA"
"1709","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2013","36.69"
"1710","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2014","NA"
"1711","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2015","51.93"
"1712","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2016","NA"
"1713","Agriculture","Industry","Water Use","Water use intensity: (Cubic meters per million dollars of operating revenues), by industry","2017","55.57"
